"scenario","simple_difference","rebar_x1","rebar_y0hat","reloop_rf_po","reloop_rf_v12","reloop_rf_interp","true_tau","mean_DeltaY0","mean_DeltaY0_hat","mean_abs_DeltaX1","mean_abs_DeltaX2","mean_abs_DeltaX3","mean_abs_DeltaY0_hat","cor_DeltaY0hat_DeltaY0","cor_DeltaX1_DeltaY0","cor_DeltaX2_DeltaY0","cor_DeltaX3_DeltaY0","prop_unit1_treated","n_treated_full","n_control_full","treatment_rate_full","n_matched","n_pairs","n_remnant","n_remnant_controls","sim"
"aligned",0.536026830033512,-0.0463457953741203,0.246526403117341,0.296675731396155,0.333243015968791,0.329419868772039,0,0.536026830033512,0.28950042691617,1.18252847995021,1.20009789898997,0.109810265312087,0.659110086533144,0.333676489302595,0.422128622318418,0.0298688313897618,0.0766863227355061,0.56,175,825,0.175,350,175,650,650,101
"unrelated",0.220829165407446,-0.228678510736759,0.103381218416534,0.104544542940245,0.110865191821237,0.104349640516708,0,0.220829165407446,0.117447946990913,1.18183013888331,1.13054855329986,0.113959360973938,0.601008940570389,0.562767532002466,0.0439424509035958,0.587556873994751,0.0712990485758691,0.491891891891892,185,815,0.185,370,185,630,630,101
"opposite",-0.171699712506031,-0.791780804384487,0.0417759438057295,0.102920384427671,0.0663622664461563,0.0700086390683453,0,-0.171699712506031,-0.213475656311761,1.27677972840641,1.15468141917672,0.146184536575259,0.539227681324094,0.387416272995754,-0.470788496485309,0.0241627154524049,0.112363740523463,0.497109826589595,173,827,0.173,346,173,654,654,101
"aligned",0.24167436021271,-0.0881028066971518,0.119829709992706,0.0596634976663967,0.0941854328726154,0.0834806827846407,0,0.24167436021271,0.121844650220004,1.10270296713999,1.03934645806223,0.0647022495934093,0.490020838654395,0.317341624859799,0.447026194854451,0.0361550080886972,0.108017548032409,0.497536945812808,203,797,0.203,406,203,594,594,102
"unrelated",0.0941425977201213,-0.436403138942337,0.0472197077564784,0.0747814837070245,0.164610271358609,0.143151494288305,0,0.0941425977201213,0.0469228899636429,1.2276208804958,1.06173208643496,0.0586379020371714,0.476885068913773,0.330157822392484,-0.0368566877157104,0.503367374156281,0.0986984044817988,0.489130434782609,184,816,0.184,368,184,632,632,102
"opposite",-0.149115540958459,-0.636394466714454,0.0495022478546467,0.0250747388720573,0.0526682689326293,0.0393892426217587,0,-0.149115540958459,-0.198617788813106,1.26507897383972,1.12676174662606,0.14500654820356,0.5783855195946,0.345605508340248,-0.428014680819484,0.00644739573584752,0.0692365522985731,0.458715596330275,218,782,0.218,436,218,564,564,102
"aligned",0.185753574506865,-0.29498750590529,0.0100056333805114,-0.0442554643742971,0.020422914246132,0.00354526954422961,0,0.185753574506865,0.175747941126353,1.19612044795544,1.13022615631463,0.0806157413109671,0.567914205071623,0.335199494935432,0.37099143395001,0.0434658689599063,0.0504757460314836,0.484662576687117,163,837,0.163,326,163,674,674,103
"unrelated",0.1035337504051,-0.564297758378026,0.158845828475312,0.102482424072918,0.095947169053521,0.0977360347336461,0,0.1035337504051,-0.055312078070212,1.15532994687405,1.13067598519755,0.0591401397050445,0.43498117829975,0.46270306158876,0.102311186732318,0.488192213676314,0.0290910004846189,0.537142857142857,175,825,0.175,350,175,650,650,103
"opposite",-0.259266709955313,-0.728644608221288,-0.0233169285998164,0.0153563861164378,-0.0355366506486006,-0.0278227090540212,0,-0.259266709955313,-0.235949781355497,1.10671616851586,1.18798778826695,0.017941322564475,0.552158898284604,0.328748559266361,-0.458618208138114,0.0451587687956925,0.109155233213798,0.475903614457831,166,834,0.166,332,166,668,668,103
"aligned",0.0585445226313631,-0.245154933186268,-0.0343244074909994,-0.138438106625034,-0.0468967757562934,-0.0568370893574288,0,0.0585445226313631,0.0928689301223625,1.11030040862872,1.1712125145069,0.0317244926918985,0.405292329328936,0.205539862847107,0.404933235614438,0.051294317708217,0.242068081240201,0.482412060301508,199,801,0.199,398,199,602,602,104
"unrelated",0.085317911802506,-0.399396627368467,0.0895518584567584,-0.0172044284053759,-0.000630708012674831,-0.00889975482628174,0,0.085317911802506,-0.00423394665425235,1.18996896284442,1.18390201079522,0.0781362222338207,0.589959044930728,0.308129260133896,0.218467144217444,0.428429645471369,0.15458857844831,0.473372781065089,169,831,0.169,338,169,662,662,104
"opposite",-0.0260264462606452,-0.408480893805429,0.0703576032576126,0.108799998196116,0.167388616322345,0.140017896100326,0,-0.0260264462606452,-0.0963840495182578,1.13484694177335,1.03069934108718,0.0784150989475012,0.527338997550425,0.440159371752669,-0.479186756582143,-0.0258722295597913,0.0706296929408458,0.446927374301676,179,821,0.179,358,179,642,642,104
"aligned",0.470578756158753,0.0231071097918876,0.255507592250361,0.206559122022506,0.242375890893763,0.23270597987446,0,0.470578756158753,0.215071163908392,1.22817218835275,1.09790453015365,0.137107779598791,0.622232722286683,0.463769887181452,0.497916697666659,0.0285310502331475,0.044049750161834,0.520833333333333,192,808,0.192,384,192,616,616,105
"unrelated",0.194324273600574,-0.371648128085653,0.134746689750273,0.10125884625943,0.152712810373524,0.125477833947633,0,0.194324273600574,0.0595775838503006,1.18782708872051,1.19372962670145,0.0464061627894342,0.691350117651584,0.281757412537562,-0.0338172924770345,0.395652666374209,0.0152609496820066,0.526946107784431,167,833,0.167,334,167,666,666,105
"opposite",-0.0106707191873961,-0.340729492645798,0.139104509738694,0.0393710985500629,0.121808073037638,0.0969602680757996,0,-0.0106707191873961,-0.14977522892609,1.1101208279546,1.07701435109222,0.0698195384295018,0.67238338014881,0.355205055692117,-0.429948313777376,-0.110719225226565,0.130170812500826,0.478723404255319,188,812,0.188,376,188,624,624,105
"aligned",0.262285400639229,-0.26021795695975,0.0116674488753815,-0.132680132764414,-0.00610619710116693,-0.0266072585482687,0,0.262285400639229,0.250617951763848,1.11203632796118,1.19432503127575,0.0914983884942677,0.578571891667885,0.46539846056259,0.513413069466732,0.0340958773847349,0.156528063373514,0.438888888888889,180,820,0.18,360,180,640,640,106
"unrelated",0.0148856145738545,-0.431608466790141,0.0179101169322149,0.046048420281372,-0.0287526411532578,-0.0140062791160451,0,0.0148856145738545,-0.00302450235836039,1.18998858877887,1.12669118326406,0.0508330571583149,0.503337404558287,0.225323056693891,-0.0943602906261872,0.377657990163655,-0.0333685288329377,0.585987261146497,157,843,0.157,314,157,686,686,106
"opposite",-0.193138356779793,-0.820207471786288,0.0726781841551122,-0.0176337755199097,0.0642929124271202,0.0517748665402054,0,-0.193138356779793,-0.265816540934905,1.19647497867808,1.06926811949025,0.0848199349071534,0.660199197951589,0.337459163666886,-0.429406320075255,-0.056379697059704,0.0927208991713133,0.475728155339806,206,794,0.206,412,206,588,588,106
"aligned",0.474654228153986,-0.0858706706547993,0.30836140791776,0.123967591288756,0.29949561686272,0.264493415625923,0,0.474654228153986,0.166292820236226,1.21968228938141,1.28966902040276,0.157709221791819,0.484346269334289,0.32106091723058,0.396594286312678,0.0892108299159975,0.30461676091226,0.53804347826087,184,816,0.184,368,184,632,632,107
"unrelated",0.190831279854017,-0.366416741861887,0.0279232488404254,-0.104250191731308,0.0543300062012402,-0.0155025642788622,0,0.190831279854017,0.162908031013591,1.15606927089956,1.11879299744261,0.04011304867502,0.591217553883219,0.286633251174867,0.00371954038707278,0.417349120494303,0.0805667182074715,0.526315789473684,171,829,0.171,342,171,658,658,107
"opposite",-0.108885962626144,-0.749331578045831,0.167743663730906,0.0604067776176619,0.227094714951013,0.187004325953128,0,-0.108885962626144,-0.276629626357051,1.21841096712519,1.22045038278642,0.144921554127456,0.636999286530005,0.405329326781628,-0.499463647737402,-0.0211035026753436,0.0838623650902534,0.460732984293194,191,809,0.191,382,191,618,618,107
"aligned",0.18367460816202,-0.341352725388614,-0.0821424346798201,-0.184029619632641,-0.00667302385732105,-0.0484592938632136,0,0.18367460816202,0.26581704284184,1.17359361999788,0.989141334634638,0.039661198573566,0.65504462506577,0.300990175034133,0.419356174478124,0.117465789987163,-0.0306973682116428,0.478787878787879,165,835,0.165,330,165,670,670,108
"unrelated",-0.0806731439321244,-0.589445634444456,-0.0897969202769699,-0.145950068421844,0.0181259104204879,-0.0302377302342735,0,-0.0806731439321244,0.0091237763448455,1.184582655181,1.05240646127673,0.0360807985392247,0.593514722974628,0.307700265511035,-0.129225410287159,0.403608376202777,0.0873326497432196,0.4875,160,840,0.16,320,160,680,680,108
"opposite",-0.17372729414141,-0.834444223096565,0.108962918393686,0.0559074645528688,0.0468554697083928,0.0519482131856061,0,-0.17372729414141,-0.282690212535096,1.24256491406009,1.13770926395383,0.0643834170613491,0.618902554006338,0.415053515708212,-0.456381294847806,0.0798071070622665,0.0696140434405969,0.490683229813665,161,839,0.161,322,161,678,678,108
"aligned",0.338479428899945,-0.23298570447507,-0.0113525491683406,-0.0463683819189163,0.0338150544736366,0.00893145274155879,0,0.338479428899945,0.349831978068285,1.1400795223706,1.11805837850999,0.0997118743462389,0.595624766793385,0.285385571229463,0.347277012824601,0.0195613129625,0.12272376137171,0.479166666666667,192,808,0.192,384,192,616,616,109
"unrelated",0.00639045179592439,-0.449802438411015,-0.00616518394946007,-0.130105401705303,0.0175271257861189,-0.0303485062323385,0,0.00639045179592439,0.0125556357453845,1.17062205223868,1.19762388126169,0.0884863490363568,0.586338050550584,0.36536952068226,-0.0153833459745414,0.439345290621413,0.0996752524344283,0.544041450777202,193,807,0.193,386,193,614,614,109
"opposite",-0.14750085460764,-0.746975482251127,0.0826571398678519,0.0880208517678289,0.0271547146514018,0.0479380245324974,0,-0.14750085460764,-0.230157994475492,1.2347922942197,1.09140907303828,0.08104301555355,0.614960806161676,0.295657272929113,-0.305474558292291,0.0402090757680464,-0.0488410297642922,0.479381443298969,194,806,0.194,388,194,612,612,109
"aligned",0.205525149341849,-0.342594544497463,-0.0284085457015787,-0.169346037582422,-0.0160884561675951,-0.0483212187386532,0,0.205525149341849,0.233933695043428,1.22854667711286,1.03737762878671,0.0387246428189585,0.578122557975776,0.355965021837599,0.475859031600825,-0.0628702927728763,-0.0306958356298996,0.530487804878049,164,836,0.164,328,164,672,672,110
"unrelated",0.203059713357998,-0.237334740655163,0.114502900402796,0.0707262784429174,0.15976103146491,0.115151656874754,0,0.203059713357998,0.0885568129552018,1.07636553627426,1.15262836450202,0.121294790374279,0.602758871226931,0.442952854776092,-0.0487030137860006,0.46339733744286,0.111047551688092,0.480446927374302,179,821,0.179,358,179,642,642,110
"opposite",-0.245539772152308,-0.811450602856034,-0.0657868576952681,-0.0438192638503108,-0.0453423728026398,-0.0404840929242511,0,-0.245539772152308,-0.17975291445704,1.20036361123014,1.1437782128708,0.0565791141569682,0.473386260111596,0.335215570108493,-0.444408786728714,-0.0145619488032107,0.109366304651052,0.473118279569892,186,814,0.186,372,186,628,628,110
"aligned",0.360909494535591,0.035335431673159,0.180528447857695,0.111088683326212,0.231676371634714,0.185235415179238,0,0.360909494535591,0.180381046677896,1.15213663840529,1.19358665696391,0.108857511426878,0.511412138368542,0.308995045753214,0.367184264273432,-0.00587161951210794,0.00459366996106351,0.542857142857143,175,825,0.175,350,175,650,650,111
"unrelated",0.0339942723239883,-0.649372909154725,0.0629388097218959,0.0194183743431051,0.0747926916984844,0.0595643584247962,0,0.0339942723239883,-0.0289445373979076,1.27699424903734,1.0807499196319,0.0604915279333199,0.541083286408978,0.400574665864215,-0.0658148409550899,0.445260784552436,0.0803995454555602,0.542857142857143,175,825,0.175,350,175,650,650,111
"opposite",-0.3277374139983,-0.871964068235249,-0.0748445518985509,-0.0925185323410183,-0.165753697936704,-0.159514607863104,0,-0.3277374139983,-0.252892862099749,1.16279247976335,1.08342956444348,0.083808570638883,0.632572690731084,0.242222061752921,-0.31417473877983,0.0919067648180571,0.0772699973976009,0.475675675675676,185,815,0.185,370,185,630,630,111
"aligned",0.332955169445909,0.0717271973625345,0.256672579622302,0.221162100863178,0.216361827661199,0.217972594269051,0,0.332955169445909,0.0762825898236065,1.15496287151732,1.13993094133067,0.0455938780312111,0.507599033242967,0.298993593211348,0.385443130796691,0.0660952415706611,0.124060214459892,0.485714285714286,175,825,0.175,350,175,650,650,112
"unrelated",0.0891334861640017,-0.283086322655162,0.0172368798360299,-0.0767476577297676,0.0405463896900171,0.0157626339031751,0,0.0891334861640017,0.0718966063279718,1.0663923174618,1.15577942014016,0.0573169882081239,0.561058809078764,0.323800170648085,-0.00443817603782563,0.391224950806542,0.0455187223491168,0.586206896551724,174,826,0.174,348,174,652,652,112
"opposite",0.0334833559664038,-0.448065006614846,0.182401423286379,0.196345750059539,0.213723484037698,0.218431899208019,0,0.0334833559664038,-0.148918067319975,1.13559553430805,1.28465615122796,0.121284454114103,0.526093460199436,0.229031657253244,-0.371127591648665,-0.126079978941008,0.178982520036217,0.505208333333333,192,808,0.192,384,192,616,616,112
"aligned",0.351696640056911,-0.0442939418927986,0.20191217717875,0.185328158768629,0.226899981911431,0.217032310616928,0,0.351696640056911,0.149784462878161,1.09084173286582,1.11718129713679,0.11268351143043,0.632829250995008,0.338006332035896,0.402976929687558,0.0232776133193107,0.175637536567338,0.570652173913043,184,816,0.184,368,184,632,632,113
"unrelated",0.222644765011293,-0.300931719783505,0.195345506146352,0.25073727241338,0.208948907258198,0.228601848875517,0,0.222644765011293,0.027299258864941,1.17949417738918,1.08054902483876,0.138078066549674,0.592957850762949,0.283577493220726,0.0166161920770613,0.38652953051159,0.126426519814386,0.51123595505618,178,822,0.178,356,178,644,644,113
"opposite",-0.0404494059232136,-0.434183526462204,0.188360591302669,0.180784031408476,0.13229144922566,0.150161332183006,0,-0.0404494059232136,-0.228809997225883,1.08960709678412,1.07242371100384,0.105807149759824,0.529416453105184,0.323528238088133,-0.360599839748043,0.0319752675331411,0.155993066126211,0.549132947976879,173,827,0.173,346,173,654,654,113
"aligned",0.397087233094888,-0.210965587392454,0.19641895837419,0.0128161315295679,0.124508289321076,0.119973623263152,0,0.397087233094888,0.200668274720698,1.1940883745942,1.17148929212326,0.0184700127279682,0.538456142191119,0.502574180029403,0.520494368468856,0.10263919864737,-0.0710534913367006,0.408536585365854,164,836,0.164,328,164,672,672,114
"unrelated",0.108637971663459,-0.411016835468635,0.0830087521017208,0.0142921671924903,0.0907568738507767,0.0727013211408976,0,0.108637971663459,0.0256292195617382,1.1906237731588,1.03434238949726,0.0358936421244334,0.643173597172236,0.417756006090893,0.0393727535199761,0.457796973729066,-0.0195413988593256,0.408602150537634,186,814,0.186,372,186,628,628,114
"opposite",-0.288043133257856,-0.796502263279265,-0.0425710765537226,-0.0744674692685336,-0.120530787147289,-0.129423743426065,0,-0.288043133257856,-0.245472056704133,1.22758912664382,1.17468883176474,0.071832010741162,0.518835923550526,0.266243420068171,-0.347433397647861,-0.0603847502249397,-0.00753527539054188,0.418604651162791,172,828,0.172,344,172,656,656,114
"aligned",0.201111985786768,-0.27774443620647,-0.0833988850456085,-0.107949364078926,0.0581410986207486,0.0367400284943726,0,0.201111985786768,0.284510870832377,1.15682073181974,1.02104330873121,0.0577414355057119,0.776729114381925,0.326159240544399,0.441042350533887,0.00694117003036102,0.160467320221732,0.579545454545455,176,824,0.176,352,176,648,648,115
"unrelated",0.178498290290671,-0.360513590828083,0.0638719786675074,0.0634555050495359,0.0602234186164378,0.0669417744813824,0,0.178498290290671,0.114626311623163,1.17128279636174,1.13733783955662,0.0277294981412765,0.537602191184011,0.433977289284551,-0.00688931271456909,0.499948124891277,-0.0434924098629063,0.546511627906977,172,828,0.172,344,172,656,656,115
"opposite",-0.124626528163302,-0.556088163856255,-0.0112707347132293,-0.0278412537058835,0.0528580830613014,0.0387574857629547,0,-0.124626528163302,-0.113355793450072,1.19351729021685,1.11789857057511,0.167468663318154,0.535749462477463,0.357086323444426,-0.428941734426492,-0.120855791469372,0.117472231680791,0.46524064171123,187,813,0.187,374,187,626,626,115
"aligned",0.317394598497192,-0.28690504349506,0.179915721479436,-0.010615532094793,0.0255645325767809,0.017358006917052,0,0.317394598497192,0.137478877017756,1.26972513398812,1.12012980900746,0.146927923800389,0.460664298587551,0.38754553239967,0.478439872260312,-0.150504872519735,0.164101427886868,0.526011560693642,173,827,0.173,346,173,654,654,116
"unrelated",-0.0299321020461996,-0.273189758253983,-0.0306597707052338,-0.0594431729969406,-0.0293944792919556,-0.0294045877728485,0,-0.0299321020461996,0.000727668659034162,1.05448290067801,1.1844636911307,0.128342346285124,0.599034015826059,0.453380526351195,-0.0733902322247285,0.519715843171107,0.149028929901685,0.497297297297297,185,815,0.185,370,185,630,630,116
"opposite",-0.232708721239619,-0.717845860591353,-0.135585741875978,-0.0928606767805998,-0.077096681153803,-0.0841358893045718,0,-0.232708721239619,-0.0971229793636409,1.21492517044864,1.03726252274496,0.0543917069890149,0.435898654642678,0.314811431698094,-0.412799269875707,-0.0103098847042546,-0.0441962354248065,0.494791666666667,192,808,0.192,384,192,616,616,116
"aligned",0.534006994694196,-0.0539826556561294,0.250690925073318,0.251631887813686,0.235138949370551,0.242944019568577,0,0.534006994694196,0.283316069620878,1.19379619494072,1.04778379459268,0.120892955386234,0.608194466072503,0.302006413424346,0.441865776118076,-0.0456617403060065,0.0600704539433978,0.512953367875648,193,807,0.193,386,193,614,614,117
"unrelated",0.102149650766832,-0.326895156728884,0.0775648100938141,-0.0366462454016087,0.148311368875306,0.144102490651084,0,0.102149650766832,0.0245848406730176,1.1378671447597,1.08632451564175,0.068437690918824,0.586825686109532,0.227001708614106,-0.159934745732151,0.293660583209553,0.0609939104644844,0.403508771929825,171,829,0.171,342,171,658,658,117
"opposite",0.130492929915254,-0.269668437592429,0.295653584047971,0.242648923500023,0.265750905622934,0.263888177459699,0,0.130492929915254,-0.165160654132717,1.11761416600817,1.16688345244954,0.156551752482407,0.553276193962833,0.186735116652123,-0.404379346350105,-0.156414734541136,0.0699369169925432,0.53448275862069,174,826,0.174,348,174,652,652,117
"aligned",0.3197360369774,-0.143420748817716,0.0726630685070875,-0.0618294536630017,0.124422089520156,0.0785408924935421,0,0.3197360369774,0.247072968470312,1.26861490322142,1.19876385097374,0.107800846710796,0.643504343320963,0.407168498922494,0.44234720770511,0.00232747984370991,0.00556493063154506,0.48876404494382,178,822,0.178,356,178,644,644,118
"unrelated",-0.0290017613098967,-0.454615262542909,0.0689654421155188,0.0318695967030961,0.0353340952308409,0.0386504983773457,0,-0.0290017613098967,-0.0979672034254155,1.19308821731936,1.0653318667146,0.0559446143617767,0.433845572026304,0.314427118287305,-0.0534992674697504,0.4464446930678,0.232841672702661,0.513966480446927,179,821,0.179,358,179,642,642,118
"opposite",-0.237997384677235,-0.803488315210178,0.0776287996369599,-0.0253375964519137,-0.0080315727608468,-0.018465393717915,0,-0.237997384677235,-0.315626184314195,1.16513591597486,1.10075284529753,0.0252117990855072,0.659518697714084,0.409651972894431,-0.430356705855194,-0.0589050646844361,0.0461269785824145,0.524064171122995,187,813,0.187,374,187,626,626,118
"aligned",0.548174601063237,0.0323967947385629,0.282161211443386,0.128017014170867,0.258798173747872,0.234485185955108,0,0.548174601063237,0.266013389619851,1.16450928527132,1.09952739205793,0.0746337005781479,0.644530117417008,0.44373077879032,0.519316696706482,0.137194161075557,0.230099371613829,0.551282051282051,156,844,0.156,312,156,688,688,119
"unrelated",0.344496497269785,-0.228563929152707,0.254540910939716,0.217189594704632,0.361280859845657,0.339978387490446,0,0.344496497269785,0.0899555863300692,1.10421201955872,1.09568670628656,0.168419859022478,0.532661305220211,0.304855798433734,-0.0550580632194708,0.39294600096255,0.29724912270682,0.472222222222222,180,820,0.18,360,180,640,640,119
"opposite",-0.102929740349417,-0.697909432401551,0.172916543233816,0.139380631020439,0.07490259320399,0.0815942518391407,0,-0.102929740349417,-0.275846283583232,1.12528287724627,1.11126252481516,0.0936703937173136,0.604869511457377,0.263034354124368,-0.319730961229283,-0.0823875157936172,-0.0865240755977073,0.475,160,840,0.16,320,160,680,680,119
"aligned",0.265280361489242,-0.372773348173306,-0.0722961713266147,-0.0293399579980988,-0.00916925342570377,-0.0115960640193636,0,0.265280361489242,0.337576532815856,1.16919383154359,1.19391923671249,0.0390666018640677,0.658110993822978,0.375046068623302,0.372109332840207,0.0479187544948317,0.0763907632165026,0.531914893617021,188,812,0.188,376,188,624,624,120
"unrelated",0.175443187378703,-0.319678852560536,0.148119676962415,0.0996684977204595,0.156911794314797,0.148140222514089,0,0.175443187378703,0.0273235104162882,1.07098042014221,1.11530372058794,0.0856271360259862,0.640761364685895,0.409177472206552,0.0433223982181258,0.48811670634639,0.103071849018562,0.491428571428571,175,825,0.175,350,175,650,650,120
"opposite",-0.345808575584292,-0.924405940328756,-0.111382152610584,-0.208802747107142,-0.1965540952424,-0.198104419566765,0,-0.345808575584292,-0.234426422973709,1.26969452408118,1.02947710114317,0.0324877637213041,0.59954196852165,0.377064668075071,-0.399357875274239,0.200188478340247,-0.0111644571474472,0.566666666666667,180,820,0.18,360,180,640,640,120
"aligned",0.534642167107248,-0.0455455679163895,0.384401778040052,0.15914053667067,0.282632337753307,0.265846325092638,0,0.534642167107248,0.150240389067196,1.18442974903048,1.06839538139955,0.112529401812577,0.507124740272793,0.220950709537568,0.496339560387316,-0.118258135413391,0.131078530153526,0.528795811518325,191,809,0.191,382,191,618,618,121
"unrelated",-0.0281324848157829,-0.606509364155485,-0.0272180543822117,-0.0663662016710424,-0.0150659597441562,-0.0402343228298612,0,-0.0281324848157829,-0.00091443043357117,1.08736105562403,1.15808338761401,0.103961654428477,0.517891635098237,0.380611843296952,-0.0252406242211333,0.445748592146088,0.0804779531686044,0.48,175,825,0.175,350,175,650,650,121
"opposite",-0.159985219579032,-0.703115096395689,0.0556498319556853,0.00372353614368855,0.00241397448324647,6.60825731686936e-05,0,-0.159985219579032,-0.215635051534718,1.23197635852937,1.09462718224113,0.115873926339445,0.603502303733447,0.336035032214722,-0.358896030764542,-0.0438097883524379,0.0974178808178588,0.542372881355932,177,823,0.177,354,177,646,646,121
"aligned",0.423614892717328,-0.104526822218056,0.221982295570294,0.106847162445995,0.181221625281359,0.174674451068418,0,0.423614892717328,0.201632597147034,1.25669413600603,1.0841708460484,0.130219075045958,0.557078497498954,0.328427140434045,0.418020093999213,-0.019581641931084,0.125308042498017,0.550295857988166,169,831,0.169,338,169,662,662,122
"unrelated",0.0553607141969184,-0.242751944342078,0.0337071493115171,0.00106646174332394,0.0213434108004524,0.0162474735995879,0,0.0553607141969184,0.0216535648854014,1.10187283405301,1.087753786852,0.104871476000097,0.564193626787961,0.36537213559397,-0.00819209177922212,0.441501341422125,-0.0471816945922171,0.556291390728477,151,849,0.151,302,151,698,698,122
"opposite",-0.059400164881192,-0.484420900720873,0.071643705926488,0.143425876942366,0.143374461945612,0.143151135517639,0,-0.059400164881192,-0.13104387080768,1.21111676882501,1.14292349041196,0.044213706384196,0.45550811064533,0.363365955063579,-0.432416009471472,-0.0540316932800776,0.0617156649979956,0.547486033519553,179,821,0.179,358,179,642,642,122
"aligned",0.288046984671919,-0.23557467108797,0.0828386190290804,0.0518619421680609,0.0718996521516236,0.0662717754563827,0,0.288046984671919,0.205208365642839,1.16945535827037,1.11291004775843,0.0635434277943871,0.619451134098104,0.365984879854435,0.384059919849547,0.0274347186794024,0.111624503520809,0.494117647058824,170,830,0.17,340,170,660,660,123
"unrelated",-0.0566091965785288,-0.602642050795231,0.0393044625531488,-0.144574586259542,-0.0376812446171629,-0.0718897047125018,0,-0.0566091965785288,-0.0959136591316775,1.19099641928175,1.02023765258124,0.0701199439987064,0.595701573197279,0.446310410794027,0.0514243758047806,0.494491655271955,0.0189060129691996,0.517647058823529,170,830,0.17,340,170,660,660,123
"opposite",-0.107468205390282,-0.544017553933132,0.0787395665474463,0.0803679431600437,0.0887058734241906,0.0881073478295211,0,-0.107468205390282,-0.186207771937729,1.18517007122237,1.15914361128204,0.042480618756316,0.511650799107458,0.339880605151194,-0.445013517469559,0.0998156397179294,0.0606652001704228,0.529411764705882,170,830,0.17,340,170,660,660,123
"aligned",0.312995525515109,-0.0996697706326,0.126119469548821,0.0903518557305749,0.17948941558277,0.139804677127929,0,0.312995525515109,0.186876055966288,1.197557559699,1.05912400411882,0.0555885667901246,0.665065261274332,0.344696818493462,0.38071263654974,-0.022811060748505,0.0318371050358913,0.477707006369427,157,843,0.157,314,157,686,686,124
"unrelated",0.0606806536451836,-0.452912764022719,0.0397184692308637,-0.0276832759963329,0.0260942765339024,0.0138946823881387,0,0.0606806536451836,0.0209621844143199,1.10446445659584,1.05428147510325,0.0692253598803304,0.457439948584366,0.166005165314633,0.124958630801592,0.330637335662894,0.0556801535136542,0.544973544973545,189,811,0.189,378,189,622,622,124
"opposite",-0.074235331341575,-0.62052846568996,0.167991108492637,0.0601772956953557,0.044327910063067,0.0472954675542027,0,-0.074235331341575,-0.242226439834212,1.13602402845436,1.12451373415966,0.036558381380431,0.590175582364415,0.165885057198795,-0.263364413975901,0.0108411107999062,0.193968174311689,0.538461538461538,169,831,0.169,338,169,662,662,124
"aligned",0.232015384834579,-0.164474258695475,0.0786968208580149,-0.0479798465416329,0.0274368152596409,0.0356648773128747,0,0.232015384834579,0.153318563976564,1.13277278318287,1.22861158015441,0.0690792029390272,0.496663051662374,0.360514378920801,0.418655812369832,-0.0214833394820009,0.125708781651645,0.486842105263158,152,848,0.152,304,152,696,696,125
"unrelated",0.0874549669899153,-0.708530240071128,-0.0331511474818468,-0.156020968890161,-0.0206649138000297,-0.0744532628992209,0,0.0874549669899153,0.120606114471762,1.26181760507493,1.1917376008185,0.0967991254485486,0.636827575359942,0.468169720254966,0.0620556586050854,0.521401295925017,0.16438772701421,0.475409836065574,183,817,0.183,366,183,634,634,125
"opposite",-0.266891004071875,-0.819665581513124,-0.0151434122675357,-0.037767196766045,-0.0376220609290615,-0.0326257617928921,0,-0.266891004071875,-0.25174759180434,1.15885132899558,1.07308358259261,0.022011092310109,0.650562087787672,0.358693710172643,-0.522234402583533,0.059801777997937,-0.0306068420516169,0.580246913580247,162,838,0.162,324,162,676,676,125
"aligned",0.603026539591946,-0.00745774921230239,0.36765750011487,0.250664935416026,0.327434325015047,0.289377910714012,0,0.603026539591946,0.235369039477076,1.272032335145,1.11978265052755,0.140685546484409,0.625792672619625,0.352013000754887,0.440259097296209,0.0120266627184499,0.129579426418545,0.475490196078431,204,796,0.204,408,204,592,592,126
"unrelated",-0.146254670446202,-0.620768453309626,-0.0473663395573984,-0.0431006266526264,-0.00731112002644369,-0.0160491112524497,0,-0.146254670446202,-0.0988883308888039,1.24066826076639,1.12390680884257,0.0276547561210264,0.511545042656755,0.330172798169177,-0.133516569655258,0.456916848685338,-0.0314610440467163,0.484662576687117,163,837,0.163,326,163,674,674,126
"opposite",0.0236552393002584,-0.46836816390121,0.169324293657413,0.270077967021313,0.226219695659461,0.229710417654211,0,0.0236552393002584,-0.145669054357154,1.16463908560042,1.09835098687341,0.108818439075069,0.481082846496189,0.428155882556522,-0.50559649064024,0.00388592600353335,0.0864203115487676,0.514970059880239,167,833,0.167,334,167,666,666,126
"aligned",0.345602202873505,-0.210052035911731,0.180352476751514,0.031304363539299,0.0685192012938798,0.0480838669006981,0,0.345602202873505,0.165249726121992,1.19303857140252,0.998058988141781,0.133006557772867,0.46537728803027,0.362177683166206,0.477215720890109,0.0160958751417439,0.167575955314191,0.516746411483254,209,791,0.209,418,209,582,582,127
"unrelated",0.253911624534744,-0.344082410003658,0.172355656176953,0.185914572669275,0.203155346763874,0.194059093505089,0,0.253911624534744,0.0815559683577912,1.20288386164266,1.13724189916686,0.0931592773141003,0.535805248053413,0.376634110951709,0.0694275839414059,0.37022746435315,0.195359904979805,0.485549132947977,173,827,0.173,346,173,654,654,127
