"scenario","functional_form","matching_quality","simple_difference","rebar_y0hat","reloop_rf_po","reloop_rf_v12","reloop_rf_interp","cf_loop_p05","cf_ipw_rf","cf_aipw_rf","true_tau","mean_DeltaY0","mean_DeltaY0_hat","mean_DeltaX1","mean_DeltaX2","mean_DeltaX3","mean_abs_DeltaX1","mean_abs_DeltaX2","mean_abs_DeltaX3","mean_abs_DeltaY0_hat","cor_DeltaY0hat_DeltaY0","cor_DeltaX1_DeltaY0","cor_DeltaX2_DeltaY0","cor_DeltaX3_DeltaY0","prop_unit1_treated","mean_e_hat_cf","sd_e_hat_cf","n_treated_full","n_control_full","treatment_rate_full","n_matched","n_pairs","n_remnant","n_remnant_controls","sim"
"unrelated","linear","bad",0.167922753218879,0.243506284292882,0.159247393531048,0.191664987769071,0.184987563976192,0.00419888429287743,-1.16609240044889,-0.670541449683031,0,0.167922753218879,-0.0755835310740026,0.704134808786996,0.0478078968613846,0.127383968618008,1.15519526559218,1.2712892347332,0.128042911638346,0.7667463134036,0.401954845221064,-0.0251563875594104,0.451606115146999,0.0255861952801852,0.457627118644068,0.334519774011299,0.24177531068836,236,764,0.236,472,236,528,528,114
"unrelated","linear","good",0.313887410984568,0.334098080509022,0.234113182013052,0.328898406687417,0.322372949689569,0.188118325630759,-0.0151875865234203,-0.350498111660119,0,0.313887410984568,-0.0202106695244543,0.174426388742353,-0.00435459255950575,0.183623195200605,0.813529913068612,1.13707415197235,0.53924881396811,0.763576310602815,0.456646036400665,-0.445186539341344,0.404854032372389,0.416521135113858,0.50763358778626,0.384529262086514,0.226557567078942,262,738,0.262,524,262,476,476,114
"unrelated","nonlinear","bad",0.225161460242975,0.293003838235697,0.347258472883601,0.390111900990677,0.368385650049238,-0.123372161428425,-0.447560305205938,0.0248409375257789,0,0.225161460242975,-0.0678423779927221,0.947286209145099,0.00411868926698768,0.30901116022516,1.35624911977083,1.11924515010761,0.309377888360908,0.617281291220117,0.600008197869556,0.0940780698359196,0.728704381398861,0.15600824196385,0.501718213058419,0.405446735395189,0.311458148033586,291,709,0.291,582,291,418,418,114
"unrelated","nonlinear","good",0.617612564102146,0.568785396731339,0.491960544047203,0.533431309306394,0.528044635528598,0.0947186340154889,-1.10127323353306,-0.199270114269894,0,0.617612564102146,0.0488271673708071,0.570554493855965,0.113133925782529,0.485977944133444,0.821079289032114,1.12156478032067,0.805286146086851,0.756044966470383,0.637007437005643,-0.00575531025014697,0.624029181921797,0.335382325241581,0.496503496503497,0.416824009324009,0.304201676144156,286,714,0.286,572,286,428,428,114
"aligned","linear","bad",0.306625089834804,0.0667546551064752,0.0967089788713418,0.0539607204958248,0.0651776421037531,-0.0330712086197347,-1.92259149078868,-0.784024154644387,0,0.306625089834804,0.239870434728328,0.521598589784753,-0.0142363603203124,0.142496050786158,1.1807056478534,1.17155886876307,0.143350712770701,0.573554368434487,0.417229567323321,0.465893164085473,-0.0823872975194814,0.226052389100576,0.487068965517241,0.347097701149425,0.249225353306932,232,768,0.232,464,232,536,536,115
"aligned","linear","good",0.341788627925851,0.29698903459885,0.226161240776341,0.349294433375828,0.319915969290187,0.0650988032499837,-1.98305679244544,-1.02050080708087,0,0.341788627925851,0.0447995933270012,0.205414893924792,-0.0286448510352722,0.256760278458979,0.806468563501974,1.10183739673169,0.411458219946298,0.244130863454556,-0.0276433094016239,0.161565219206568,0.0109896471245389,0.0778512599367403,0.516949152542373,0.374067796610169,0.253430117316307,236,764,0.236,472,236,528,528,115
"aligned","nonlinear","bad",1.67190537894781,1.11277231215543,0.741152651259542,0.844464724362803,0.825678131853402,0.384459153643306,-1.9132220735028,-0.784013217599743,0,1.67190537894781,0.559133066792389,0.935437059159251,-0.0310741717956918,0.257181924465034,1.37195499139148,1.1922136696249,0.258169116162886,0.887138803596486,0.612418876824821,0.63824913797134,0.00630885809986313,0.420859082733327,0.534296028880866,0.390559566787004,0.301750881184284,277,723,0.277,554,277,446,446,115
"aligned","nonlinear","good",1.35941683308155,1.28643810237153,1.05510193112507,1.29533864192035,1.25926557176811,0.344209558750191,-1.58250453898901,-1.00290847043072,0,1.35941683308155,0.0729787307100172,0.503591600866259,-0.082597712291918,0.477159580444454,0.935881422369729,1.10205017980393,0.854466025212521,0.275413858127369,0.104554532573582,0.172062656040952,-0.108165403998081,0.326390275645109,0.498293515358362,0.421359499431172,0.300764443071898,293,707,0.293,586,293,414,414,115
"opposite","linear","bad",0.0775584230422813,0.25328909840296,0.162557639824324,0.239030465079288,0.226162292583651,0.116329960465982,-0.499767624057998,-0.095827269743407,0,0.0775584230422813,-0.175730675360678,0.480065392330272,-0.003832540739767,0.136329313962745,1.14660387135277,1.08112732245525,0.13707321212375,0.518252290189243,0.365528874602047,-0.439256570393292,0.0756464501984802,0.0342820403204996,0.487068965517241,0.341199712643678,0.242161636278066,232,768,0.232,464,232,536,536,115
"opposite","linear","good",-0.00126497414605704,0.10853173067228,0.0664313462614141,0.0886345540867131,0.0796907112150842,-0.0466758381007797,-1.26565204389163,-0.97405673580812,0,-0.00126497414605704,-0.109796704818337,0.262220357455441,0.126428690235869,0.218662001192743,0.820162090074556,1.19769429091552,0.488133335952121,0.724542452655376,0.458620214371595,-0.551555553869524,-0.011415492532812,0.490804896928532,0.46530612244898,0.383408163265306,0.260922574163823,245,755,0.245,490,245,510,510,115
"opposite","nonlinear","bad",-0.986385116114663,-0.468504595840407,-0.133458597113406,-0.271410734418904,-0.230572408344343,-0.273527486325652,-1.05770426548209,-0.245405901339514,0,-0.986385116114663,-0.517880520274255,0.856486211496059,-0.019086781698649,0.275865685129221,1.33338080259314,1.20094690022266,0.27641803319425,0.807628870254973,0.590309986977853,-0.634204244396748,0.0571061537353466,-0.257898409790813,0.510791366906475,0.386714628297362,0.301270711718848,278,722,0.278,556,278,444,444,115
"opposite","nonlinear","good",-0.37243799066533,-0.508153420270252,-0.284084139239056,-0.381907335638613,-0.34469234526314,-0.165740192481186,-0.704983769221556,-0.15187313239263,0,-0.37243799066533,0.135715429604922,0.379290810446692,0.0869632308713366,0.439281022889369,0.833501772061607,1.0929020974927,0.691179998383346,0.693027074801762,0.570220471618474,-0.49654398528532,0.0405881683144507,0.656524156958514,0.503521126760563,0.438896713615023,0.295329964383874,284,716,0.284,568,284,432,432,115
"unrelated","linear","bad",0.181626559335864,0.264706255493188,0.278098501689626,0.224592674616436,0.238525231644571,0.109846336638527,-0.791640447108386,-0.216135090727181,0,0.181626559335864,-0.0830796961573234,0.749974660286232,-0.0812400878083152,0.15231962872098,1.27214591069129,1.13566832713238,0.152979103756705,0.668079547109728,0.385651908585876,-0.0329665787386169,0.442115045623307,0.0247606879263219,0.475409836065574,0.353845628415301,0.254080613381454,244,756,0.244,488,244,512,512,115
"unrelated","linear","good",0.159511112086601,0.201696602581526,0.3587799553306,0.226556893930004,0.259897810363545,-0.00597574394875376,-0.671481125519965,-0.728130698008547,0,0.159511112086601,-0.0421854904949245,0.152849390886722,-0.102217352102012,0.248264286343907,0.97807531173707,1.14931678855907,0.489050941797889,0.614106433812207,0.384953405463059,-0.240636389357305,0.442914331248487,0.314093861208128,0.518218623481781,0.389642375168691,0.241644286285751,247,753,0.247,494,247,506,506,115
"unrelated","nonlinear","bad",-0.0270253120897523,0.0155814890844851,0.0206743139192551,0.0468610565260017,0.0386073014983676,-0.107970966837996,-1.44144035163559,-0.334081673801248,0,-0.0270253120897523,-0.0426068011742373,0.849059233998488,-0.0826323306383894,0.214608832457534,1.33791280404691,1.10344314231568,0.215079380714382,0.778234017061338,0.674414435250341,-0.0598718838109813,0.664428676119491,-0.0227218080609698,0.491408934707904,0.379948453608247,0.294848706007673,291,709,0.291,582,291,418,418,115
"unrelated","nonlinear","good",0.378768576547088,0.336871643187621,0.249871731267411,0.2364353671032,0.240994802248013,0.10119456989489,-0.410542246381982,0.311556536138847,0,0.378768576547088,0.0418969333594671,0.431921791968698,0.0352664500780887,0.439436741124851,0.724418958975287,1.1626251913146,0.745744365596165,0.768563776897669,0.651424683480107,-0.10714032418044,0.673594572132071,0.435075761579168,0.528169014084507,0.422259389671362,0.28816549098708,284,716,0.284,568,284,432,432,115
"aligned","linear","bad",0.424099864927305,0.277382002823457,0.221369438445178,0.313989622440809,0.285837008154806,0.122330790241875,-0.894901503161315,-0.996646509166617,0,0.424099864927305,0.146717862103848,0.44028802989389,0.122168684418524,0.13348739869066,1.13203067849748,1.10091082286239,0.134115034256709,0.52720455291376,0.379985459527798,0.469988310315724,-0.0493078045695088,0.193815914075586,0.453061224489796,0.345625850340136,0.226470464551194,245,755,0.245,490,245,510,510,116
"aligned","linear","good",0.275353694054333,0.23080860054989,0.223989765292698,0.278473969903788,0.266662921751167,0.0643885043133687,-1.22388887233301,-0.697283792884049,0,0.275353694054333,0.0445450935044424,0.167310594924312,0.0548523730001938,0.196683762890851,0.804622756416522,1.08593304239055,0.417967161875221,0.291579107180058,0.0202757350848018,0.0634255462258493,-0.0400973510194952,0.0553643194884796,0.559055118110236,0.35742782152231,0.243220030352819,254,746,0.254,508,254,492,492,116
"aligned","nonlinear","bad",1.66416228639029,1.06656797448329,0.606771872391445,0.908115618643323,0.846347436122024,0.450277978067232,-0.932931373981177,-0.507581860585096,0,1.66416228639029,0.597594311907004,0.975310067731363,-0.0680849995393486,0.333072287302431,1.27411845939644,1.13891191629393,0.33585533133798,0.781568496864417,0.580395549525737,0.612787612874802,0.0379198750292516,0.36855869413387,0.491909385113269,0.407562028047465,0.319909028662686,309,691,0.309,618,309,382,382,116
"aligned","nonlinear","good",1.23791958858562,1.25882548884553,1.214990608804,1.24892364096969,1.2413433122082,0.341591928022931,-1.32525480327745,-0.471375007848624,0,1.23791958858562,-0.0209059002599074,0.509704938153418,-0.0247591284044708,0.460421245200953,0.816930497553271,1.00821369843006,0.794127121869346,0.367917798171039,0.142411986383162,0.131337092944033,0.0492373904157686,0.352319986845647,0.494983277591973,0.421365663322185,0.295958402207883,299,701,0.299,598,299,402,402,116
"opposite","linear","bad",0.0527416059111619,0.254181890156137,0.330723418289682,0.256378059167953,0.266732645566686,0.127512186655373,-0.0541127126983371,0.0221133899312253,0,0.0527416059111619,-0.201440284244975,0.55343979303872,-0.126429405281804,0.22114301614815,1.11443776763289,1.1153212069825,0.221680428581082,0.504378663317802,0.274206366966678,-0.354351179577769,-0.0615525025902903,0.13363215536113,0.463414634146341,0.360481029810298,0.247445548974492,246,754,0.246,492,246,508,508,116
"opposite","linear","good",-0.0139906691789218,-0.034377265396073,-0.0402952834638789,-0.0157306983808534,-0.0272864706166371,-0.052985964827206,-0.133783080382443,0.061767372253181,0,-0.0139906691789218,0.0203865962171512,0.117522056994584,0.166075105806686,0.112990249635584,0.838039926304475,1.2281931687652,0.42253998061306,0.49885575126398,0.454555298493225,-0.542599347895862,-0.0641278832175557,0.529289167627722,0.502183406113537,0.348471615720524,0.227242784370892,229,771,0.229,458,229,542,542,116
"opposite","nonlinear","bad",-1.06787942363076,-0.493266716124701,-0.135276223897987,-0.0912419094855717,-0.0971943628401371,-0.157056668687524,-0.396163682548805,0.551617845609945,0,-1.06787942363076,-0.574612707506057,0.85514769209077,-0.00472190450981398,0.233190480415308,1.40956585848601,1.08026838423396,0.233720848592776,0.878431084957999,0.676402806746204,-0.657744080309933,0.0310569888306515,-0.280324676863178,0.491525423728814,0.403169491525424,0.300152120602683,295,705,0.295,590,295,410,410,116
"opposite","nonlinear","good",-0.437767597017336,-0.514373677814246,-0.3765322410034,-0.46514422787782,-0.441130627154369,-0.0715218179757016,-0.540354580421035,-0.103118671193333,0,-0.437767597017336,0.0766060807969104,0.466871397529245,-0.102436787379391,0.421347139622777,0.747441861869217,1.14677856756368,0.710196635369778,0.737733352871563,0.622713428748596,-0.494320453238944,-0.0234722384463503,0.551739865455396,0.466666666666667,0.409185185185185,0.287620328160524,270,730,0.27,540,270,460,460,116
"unrelated","linear","bad",0.392558319367618,0.374888222637224,0.372288188724173,0.399903992315198,0.39186137521894,0.20799371192403,-0.643011368676236,-0.364614351156137,0,0.392558319367618,0.0176700967303944,0.49226913221522,0.107099642138452,0.233785592885908,1.16821563706139,1.14381953904127,0.234467168991451,0.516386523931482,0.391221172222147,-0.00208565968836323,0.476997549205579,0.191598709798584,0.5,0.38235401459854,0.254493147480768,274,726,0.274,548,274,452,452,116
"unrelated","linear","good",0.114392372136418,0.169064317034671,0.0602969488945881,0.266227764058974,0.219487037630607,-0.00296703887799962,-1.25384103129366,-0.603121803218748,0,0.114392372136418,-0.0546719448982529,0.238551612156116,-0.104040026450036,0.204593094775061,0.919420273786869,1.13549255700642,0.507678540660067,0.551731710087319,0.365138753010739,-0.296626617865123,0.344019977340195,0.382090891639558,0.517857142857143,0.367715773809524,0.248321064952665,224,776,0.224,448,224,552,552,116
"unrelated","nonlinear","bad",0.428621440681332,0.465039001144278,0.477013337500963,0.477160603609998,0.474809067382985,0.15659723047791,-0.906759857132976,-0.190089377313587,0,0.428621440681332,-0.0364175604629461,0.993878945921999,-0.00194657071361653,0.365697940990213,1.2890778126657,1.12189369359567,0.365987802532538,0.632326155644978,0.663640963806712,0.0841594196388716,0.76764236979068,0.198265074186711,0.451827242524917,0.41374861572536,0.324079527777348,301,699,0.301,602,301,398,398,116
"unrelated","nonlinear","good",0.434280859469838,0.451061696812446,0.477756205768179,0.405483273040216,0.43652306384011,0.117674260239759,-0.493595620220861,-0.00958934013558033,0,0.434280859469838,-0.0167808373426076,0.583265609465753,0.0245991100209291,0.38990945272118,0.92141928244273,1.14360457016648,0.780368864175218,1.09373803144965,0.707228844338889,-0.146984549401108,0.674533117470734,0.271361267108887,0.473684210526316,0.421263157894737,0.298929815035067,285,715,0.285,570,285,430,430,116
"aligned","linear","bad",0.261599379977602,0.0940203857866912,0.123485765046337,0.102197713390574,0.10052987558305,-0.164730468478164,-1.77822021852231,-0.615618499108305,0,0.261599379977602,0.167578994190911,0.525488957235619,-0.105427758103034,0.187973483530729,1.21906882688916,1.13055714387508,0.188524642566701,0.448245468560624,0.407689200403428,0.510456195058398,-0.0128121092695494,0.124992973774258,0.556862745098039,0.367921568627451,0.251754711551128,255,745,0.255,510,255,490,490,117
"aligned","linear","good",0.319355032932683,0.295024491327594,0.295074581734104,0.340588924043536,0.333578117083313,0.121715861514162,-1.35570785432078,-0.743607929224254,0,0.319355032932683,0.0243305416050888,0.16817463511167,-0.0095248672738955,0.156588441854734,0.935569667388892,1.1128393695462,0.450468530353108,0.301928706140477,-0.0150485245698739,0.123488457067783,0.0274830766650754,-0.0357673756853813,0.52863436123348,0.356490455212922,0.242810718796677,227,773,0.227,454,227,546,546,117
"aligned","nonlinear","bad",1.60676688339699,0.894405042026403,0.556514477786416,0.66483936717334,0.608522277621269,0.452299062790413,-1.39612930379802,-0.49659474228882,0,1.60676688339699,0.712361841370583,0.912231531469107,0.0484986013613966,0.198013933017449,1.40817467690301,1.08209641820975,0.198982150092903,1.07824833557797,0.675210852874683,0.658634532100851,0.0139770981582418,0.470125850845334,0.486692015209125,0.358098859315589,0.290318959691523,263,737,0.263,526,263,474,474,117
"aligned","nonlinear","good",1.17997531597997,1.12746140428764,1.06675673788281,1.18844192143662,1.17873820421474,0.266807493595198,-1.07261974605813,-0.544541940617483,0,1.17997531597997,0.0525139116923262,0.501402094547763,-0.0922508890462207,0.455006382073192,0.852507731946185,1.10106691527762,0.733636719648534,0.265246692848318,-0.053236313212556,0.222824604540934,-0.0930481964313284,0.168035948944992,0.491228070175439,0.417643274853801,0.284716053714095,285,715,0.285,570,285,430,430,117
"opposite","linear","bad",-0.158904723317578,0.148377209617532,0.0509052356544754,0.00416805164048924,0.0218314347826887,-0.0864346854290209,-1.16927571812985,-0.641528940428353,0,-0.158904723317578,-0.30728193293511,0.612198785161244,-0.0328109095036375,0.175428765854419,1.23446200797879,1.12586521585643,0.175958174619398,0.758319277870893,0.323608694367724,-0.375871379467403,0.0339491865397015,0.226509227854971,0.467479674796748,0.360914634146341,0.242359411976963,246,754,0.246,492,246,508,508,117
"opposite","linear","good",0.0320458162060015,0.093755930784726,0.117404438695882,0.150690182358296,0.133766239863259,0.0726782021387105,-0.178955495640814,0.343667682169353,0,0.0320458162060015,-0.0617101145787245,0.151578029489073,0.22609829229798,0.109472739784642,0.83491856856842,1.2680969506687,0.466840009443999,0.662802021004403,0.462368669902212,-0.571928847181256,-0.0316036003005066,0.629355651391461,0.490566037735849,0.312185534591195,0.223389941805103,212,788,0.212,424,212,576,576,117
"opposite","nonlinear","bad",-1.18134671414079,-0.639562177951982,-0.29376347584879,-0.545278280661884,-0.444071158903685,-0.372976200900657,-1.62755428645903,-0.672632409671175,0,-1.18134671414079,-0.541784536188808,0.863130672154337,0.00934353689776419,0.240363297078789,1.26530275406713,1.21464440951377,0.243661061539584,0.784665438292173,0.505486191366454,-0.502795157856086,-0.0131569244206148,-0.23701185029271,0.547244094488189,0.38751312335958,0.296068113617582,254,746,0.254,508,254,492,492,117
"opposite","nonlinear","good",-0.370594596679826,-0.351221005584464,-0.155880792231978,-0.223044018864256,-0.220105932743988,-0.175810536176331,-1.14464184492603,-0.274567652228509,0,-0.370594596679826,-0.0193735910953617,0.466455637392517,0.0795180311407655,0.506339131581782,0.900817720818281,1.06507769180535,0.811168183930754,0.83370494293402,0.675630832244414,-0.22248109742473,-0.0232427140424869,0.675098232653359,0.460264900662252,0.437246136865342,0.305828725974629,302,698,0.302,604,302,396,396,117
"unrelated","linear","bad",0.0671574216157812,0.104551184440393,0.0914940748739527,0.0841148396812911,0.0892605893090273,0.0103156317417156,-0.712723970062799,-0.417528708010599,0,0.0671574216157812,-0.0373937628246114,0.480428658612163,-0.122179806825642,0.152266269231815,1.12489984205235,1.10316012627925,0.152986451937182,0.540281053683026,0.389748165046425,0.00970217191023348,0.434598317272179,0.0896117821306651,0.495967741935484,0.345934139784946,0.237327764772705,248,752,0.248,496,248,504,504,117
"unrelated","linear","good",0.284480065979743,0.325244765341023,0.360392644469884,0.30844836957313,0.32743250789797,0.0774778519032532,-1.36675810739649,-0.521377228546417,0,0.284480065979743,-0.0407646993612801,0.235221874980438,-0.119917270498876,0.28609795046997,0.937675167727356,1.12801422459883,0.427097484272684,0.667844633304847,0.413563696290368,-0.282756318699286,0.361636057846894,0.395561773446706,0.482758620689655,0.379431673052363,0.253832295845029,261,739,0.261,522,261,478,478,117
"unrelated","nonlinear","bad",0.309316634984034,0.448086566304813,0.553790958828857,0.564596232582581,0.5591554501957,-0.0325392793940034,-1.77342179217388,-0.811267695745918,0,0.309316634984034,-0.13876993132078,0.947545135768474,0.0155662906532742,0.26619156590344,1.33137116421364,1.01854581441805,0.267409603702057,0.736038461487856,0.606296435558521,0.0299903349840128,0.686065601059222,0.221216539978866,0.491408934707904,0.39504009163803,0.310586075638807,291,709,0.291,582,291,418,418,117
"unrelated","nonlinear","good",0.540761026826111,0.38942564011758,0.220559842774139,0.200851152480097,0.213581685258036,0.163974661189968,-0.204407340616828,-0.284682031320685,0,0.540761026826111,0.151335386708532,0.516324623025648,-0.0368973511576845,0.577300096488948,0.916563833621393,1.165357206697,0.809894635543012,0.630728031798967,0.69757736546022,-0.08099365898714,0.737634591179451,0.29310918368502,0.503246753246753,0.430254329004329,0.306090403953228,308,692,0.308,616,308,384,384,117
"aligned","linear","bad",0.346127475250194,0.047146537204101,-0.0231721850197122,0.0939509160659044,0.0480159022724697,-0.110520128931579,-1.49399738458038,-1.02890998113326,0,0.346127475250194,0.298980938046093,0.57281959520077,-0.0387014605686848,0.19548771843932,1.22972588256919,1.11244672930591,0.196144078100946,0.648607568785478,0.400842773535889,0.447725679048586,-0.0341059948535912,0.175229858917595,0.5,0.368657024793388,0.257189532939176,242,758,0.242,484,242,516,516,118
"aligned","linear","good",0.342644516111315,0.291138825297975,0.248601090571022,0.345072847686804,0.328023052630741,0.0778352490385646,-2.34269568147839,-1.64811529736966,0,0.342644516111315,0.0515056908133402,0.23213515445354,0.0956059345839147,0.219473665478939,0.812724858127139,1.08716654628827,0.525685740679669,0.286867610739414,-0.0723264205442401,-0.0635057290344553,-0.0968291088517609,0.224076844665937,0.508064516129032,0.365436827956989,0.251300879481483,248,752,0.248,496,248,504,504,118
"aligned","nonlinear","bad",1.63903814539726,1.1112008928818,0.724672201669737,0.891996040268353,0.854204129447986,0.501423847021618,-0.691158365966852,-0.372325056290619,0,1.63903814539726,0.527837252515468,0.890271589587811,0.0766560361317174,0.267253307729182,1.24731382905661,1.1265762611803,0.267860124546337,0.772932922567286,0.593292886702326,0.615496066936067,0.0478885627423516,0.541499835029239,0.527472527472527,0.394218559218559,0.300511439437678,273,727,0.273,546,273,454,454,118
"aligned","nonlinear","good",1.17895363401311,1.2227198740551,1.25450689306204,1.19960247783723,1.21846235506882,0.369629311128556,-1.20208194142608,-0.545892281662061,0,1.17895363401311,-0.0437662400419895,0.336740955987367,-0.160923067222253,0.356900860229586,0.847519388213019,1.22465572411198,0.770507677618352,0.301632562768467,0.0670140079486537,0.302945527881907,-0.0597998260055106,0.478488617718414,0.459074733096085,0.411981020166074,0.276327939521177,281,719,0.281,562,281,438,438,118
"opposite","linear","bad",-0.192222772699861,-0.0222232189253826,0.0302406098050492,-0.0163881580599026,-0.00741702206414692,-0.128670722792646,-0.647272791101007,-0.226153045748268,0,-0.192222772699861,-0.169999553774478,0.594099187828453,-0.00785594612443621,0.157220519506853,1.26280588983561,1.11766196374732,0.157699658445354,0.491636913069886,0.411826992299199,-0.490908569179164,0.0862785435357559,0.103797678384912,0.547619047619048,0.357936507936508,0.242273072375018,252,748,0.252,504,252,496,496,118
"opposite","linear","good",0.100074939970634,0.128866215631631,0.189555124338499,0.129774176078225,0.142626321942587,0.0353848069261419,-0.677410206041572,-0.640061978252172,0,0.100074939970634,-0.0287912756609971,0.18139482768249,-0.0494734483474496,0.227884256008836,0.771808978458428,1.22893714261444,0.539224583028864,0.62696249068125,0.547776999290172,-0.602320432875082,-0.00886873944714011,0.574643186801305,0.534188034188034,0.344123931623932,0.25427389697297,234,766,0.234,468,234,532,532,118
"opposite","nonlinear","bad",-1.20028506697566,-0.446387712209481,-0.153856035806717,-0.373401364356371,-0.29979585079172,-0.380704300066464,-0.929726615841984,0.16976908718537,0,-1.20028506697566,-0.753897354766179,1.00212763633789,0.0136185881526564,0.33092047515371,1.34638043313095,1.14246391846369,0.33226646194902,0.999031901261629,0.650757934472331,-0.671496393240703,-0.00890004411776382,-0.231786496864917,0.478827361563518,0.428186753528773,0.307072464588266,307,693,0.307,614,307,386,386,118
"opposite","nonlinear","good",-0.409986697576955,-0.574949209672796,-0.523248887965638,-0.643269483241259,-0.601694370098113,-0.112244237580017,-0.919555818557915,0.0123102939109564,0,-0.409986697576955,0.16496251209584,0.410451438609314,-0.0733937642831588,0.401274767891476,0.831241429606035,1.06825678424991,0.767786629840458,0.82744308452036,0.587123141961368,-0.372933999574316,0.0569348709420807,0.58161284930019,0.458781362007168,0.411517323775388,0.288339737302866,279,721,0.279,558,279,442,442,118
"unrelated","linear","bad",0.113162635505444,0.172487729622713,0.182045933357048,0.110781105461616,0.112889158979719,0.0190416421951969,-1.25973175175269,-0.369867659193186,0,0.113162635505444,-0.0593250941172691,0.493583821866488,-0.0802549496478718,0.162282239836939,1.25064053737498,1.10445620589542,0.162952029182728,0.538910886449461,0.400752341436264,0.0935203622408919,0.429922719551623,0.207521032659638,0.497959183673469,0.363925170068027,0.234481911271428,245,755,0.245,490,245,510,510,118
"unrelated","linear","good",0.394185099319451,0.418634640169692,0.405822938147294,0.424885921023363,0.418524785302912,0.268755410680278,-0.0481004480263897,-0.016300150552626,0,0.394185099319451,-0.0244495408502417,0.267746955268201,-0.0249298831872869,0.260723900469395,0.917873608966137,1.15144062070681,0.459097026710119,0.638025136785475,0.500584091597095,-0.251712465574145,0.506507519361619,0.336299482703763,0.529644268774704,0.377272727272727,0.249151663962265,253,747,0.253,506,253,494,494,118
"unrelated","nonlinear","bad",-0.048418435348934,-0.0106785629153743,0.114522499014192,0.0590105846241369,0.0737249292081056,-0.0766993285027957,-1.463587158964,-0.547156834706123,0,-0.048418435348934,-0.0377398724335597,0.938723564018897,-0.22796828143909,0.281031972177944,1.33604271021169,1.10616720662522,0.281606289035857,0.569772631455454,0.532245796692252,0.0257342061943923,0.716702510445035,0.0477016121244132,0.552542372881356,0.393621468926554,0.305725734447341,295,705,0.295,590,295,410,410,118
"unrelated","nonlinear","good",0.408613131837624,0.417793623880017,0.351780991607062,0.367142608758334,0.363639981467448,0.0725329611811743,-0.803227446406884,-0.476316345265843,0,0.408613131837624,-0.00918049204239252,0.471650650968696,-0.053522067197726,0.487783038345299,0.847370451157423,1.12972510111815,0.755507150684872,0.893999012304766,0.700523954004319,-0.288234411985255,0.684186407197268,0.352533168302628,0.444055944055944,0.415664335664336,0.304186533181001,286,714,0.286,572,286,428,428,118
"aligned","linear","bad",0.357973216394864,0.126570333134674,0.139472784726924,0.226473787222286,0.19506649473946,0.0355162550082453,-2.0622539206105,-1.62332546921579,0,0.357973216394864,0.23140288326019,0.521640534917476,-0.0961651471600461,0.11958166356367,1.1748306798889,1.14396154240811,0.121889914689486,0.709782548968365,0.351739966201174,0.388146249916678,-0.0686221507582561,0.145684400298397,0.51792828685259,0.346739707835325,0.23324343667776,251,749,0.251,502,251,498,498,119
"aligned","linear","good",0.320063220284539,0.278159421432784,0.27197124125342,0.321376437535671,0.315534626100618,0.0746839515030956,-2.2765762100451,-0.709498260510678,0,0.320063220284539,0.0419037988517553,0.218252334295274,-0.00993380871073722,0.259756856741957,0.855658763610097,1.20272679552951,0.531093736009879,0.314723193875241,-0.0509663491256621,0.102291501064001,-0.0760929275369241,0.00916717090594044,0.48828125,0.371393229166667,0.256768626010831,256,744,0.256,512,256,488,488,119
"aligned","nonlinear","bad",1.70584903601071,1.17042466107095,0.832194174419087,0.974495531985192,0.912467179692501,0.553649458390492,-0.592862287496964,-0.166291981723818,0,1.70584903601071,0.535424374939759,0.844910392586592,0.200811273337588,0.291305547295346,1.3927727172261,1.14601851962143,0.292383294869387,0.836083200218466,0.465806046512188,0.631102633097909,-0.11541644991863,0.507169178643011,0.53356890459364,0.377885747938751,0.296949131216189,283,717,0.283,566,283,434,434,119
"aligned","nonlinear","good",1.36592216574747,1.24690332290508,1.12227189503269,1.24392645689934,1.22943612967933,0.370851729821988,-1.11310438072198,-0.744286173552965,0,1.36592216574747,0.119018842842382,0.579002630934627,0.0332142226565952,0.414170332202599,0.979382048022868,1.03337664547024,0.805910071285949,0.37687694304138,0.221225409476594,0.341748427150781,0.0364518517994199,0.30319714608248,0.453571428571429,0.385726190476191,0.30331945493124,280,720,0.28,560,280,440,440,119
"opposite","linear","bad",-0.118957532802543,0.117811172669447,0.0635977367278828,0.0563805123010083,0.0592661413485745,-0.100541948403108,-1.57195838893303,-0.381305754223624,0,-0.118957532802543,-0.236768705471989,0.548181852837419,-0.105076528859276,0.198652609445388,1.2102760536318,1.07752196531425,0.200953857390518,0.667880681424068,0.387156480709549,-0.438556038397175,-0.0558663283352774,0.233481776358907,0.506607929515419,0.344816446402349,0.260656899417288,227,773,0.227,454,227,546,546,119
"opposite","linear","good",0.0377645121365315,0.0200555821459937,0.0290858454283483,0.00576815176770782,0.0115383670534337,-0.0406980221691621,-0.2513590793205,-0.137958866404729,0,0.0377645121365315,0.0177089299905378,0.233667450313813,-0.013929376491513,0.205652429701519,0.978520948782979,1.08808034450845,0.460371401123836,0.474169952184788,0.542657857048347,-0.575440684257061,-0.0546262364942825,0.615691837918876,0.458823529411765,0.380575163398693,0.235673493503142,255,745,0.255,510,255,490,490,119
