"scenario","functional_form","matching_quality","simple_difference","rebar_y0hat","reloop_rf_po","reloop_rf_v12","reloop_rf_interp","cf_loop_p05","cf_ipw_rf","cf_aipw_rf","true_tau","mean_DeltaY0","mean_DeltaY0_hat","mean_DeltaX1","mean_DeltaX2","mean_DeltaX3","mean_abs_DeltaX1","mean_abs_DeltaX2","mean_abs_DeltaX3","mean_abs_DeltaY0_hat","cor_DeltaY0hat_DeltaY0","cor_DeltaX1_DeltaY0","cor_DeltaX2_DeltaY0","cor_DeltaX3_DeltaY0","prop_unit1_treated","mean_e_hat_cf","sd_e_hat_cf","n_treated_full","n_control_full","treatment_rate_full","n_matched","n_pairs","n_remnant","n_remnant_controls","sim"
"opposite","nonlinear","good",-0.340075600182172,-0.526418226116737,-0.487562649256713,-0.454574205437724,-0.46341058084926,-0.126244496145607,-1.68205744444083,-1.16810475474579,0,-0.340075600182172,0.186342625934565,0.480538662953881,-0.0799134206659077,0.509941150289406,0.87100312245497,1.15190707249523,0.756193862859177,0.621967345348219,0.522817987670721,-0.310776606088201,0.0214818399184782,0.549117737389917,0.446640316205534,0.404776021080369,0.301108484389045,253,747,0.253,506,253,494,494,302
"unrelated","linear","bad",0.170567229842666,0.170509440461567,0.190960594485737,0.155540612836544,0.164202886078241,0.0226558632437403,-0.610141167915974,-0.121630560875343,0,0.170567229842666,5.77893810990909e-05,0.386998164028276,0.0369001697764142,0.170586841207422,1.16729513962863,1.04844509802644,0.1714710655251,0.601818501066125,0.425026045875739,-0.0233987630920635,0.461544112143044,0.14414652393232,0.504065040650406,0.336016260162602,0.239188928418514,246,754,0.246,492,246,508,508,302
"unrelated","linear","good",0.293316410971692,0.213455521215503,0.122378312298425,0.220542827779024,0.210633554348237,0.0443532406070388,-0.950821572912457,-0.473616930459351,0,0.293316410971692,0.0798608897561888,0.0833381635735787,0.151187864766852,0.239471744655662,1.02894917970307,1.07815613451399,0.347998142046622,0.557860140980756,0.424283101562212,-0.219349427140256,0.436566579771999,0.287739977341329,0.51063829787234,0.36013475177305,0.233681040142392,235,765,0.235,470,235,530,530,302
"unrelated","nonlinear","bad",0.183783535304386,0.100681809136381,0.00113987387438102,0.0659410656846934,0.0372861317108803,-0.0960423660857974,-1.58699316928794,-0.391614497924842,0,0.183783535304386,0.0831017261680052,0.917311843728098,-0.0129454238115535,0.299919408333632,1.280917475013,1.05771394175857,0.300411270656939,0.623564635657452,0.575044466774665,0.0367130973737902,0.675161157435037,0.196926698726637,0.491638795986622,0.409687848383501,0.301053141124611,299,701,0.299,598,299,402,402,302
"unrelated","nonlinear","good",0.57467631926955,0.481083621728133,0.363706369098455,0.370355715591722,0.367213164759103,0.237538597243706,-0.656769125138021,-0.169733984340052,0,0.57467631926955,0.0935926975414165,0.364286929179156,0.0184313428778064,0.371238302051886,0.746061184732374,1.10201907709434,0.605727770982319,0.687410658812658,0.694632789602446,-0.170478811986007,0.635723489597547,0.311247375039006,0.541516245487365,0.39575210589651,0.289224757477871,277,723,0.277,554,277,446,446,302
"aligned","linear","bad",0.33711199868523,0.23559852262268,0.241622488541136,0.281445509530498,0.270744132643295,0.121240930300889,-0.762263578645139,-0.290937085372618,0,0.33711199868523,0.101513476062551,0.368195992398595,-0.0923956414221548,0.101823224970037,1.14645371933605,1.12327103174567,0.102702336220404,0.412672233083862,0.235916664244218,0.482685883032537,0.0646875467709738,0.0435589914472545,0.579166666666667,0.337395833333333,0.223371917399996,240,760,0.24,480,240,520,520,303
"aligned","linear","good",0.19906398518483,0.129426928958237,0.0825763997929625,0.188536719441795,0.162803946640245,-0.0379216183288151,-2.63317266143569,-1.24778317035125,0,0.19906398518483,0.0696370562265936,0.157935083682798,-0.166649844283699,0.192514640017906,0.800147679586974,1.01390622509607,0.568629100532079,0.281096467944467,-0.0531318269523184,-0.0541165776547421,0.0476793608711051,0.113498657023176,0.533333333333333,0.375673202614379,0.252081693204565,255,745,0.255,510,255,490,490,303
"aligned","nonlinear","bad",1.58817967514031,1.05541329127607,0.568140220455761,0.782680426711249,0.682780876131556,0.46919675674772,-0.865035181449605,-0.691937099446501,0,1.58817967514031,0.532766383864238,0.883554078891849,0.113647961174859,0.156093562932877,1.25713199689699,1.13730413646123,0.159789181523467,0.796033627545903,0.575839913507047,0.656961287729259,-0.0216844854697801,0.414501486252929,0.481617647058824,0.381464460784314,0.304305574230763,272,728,0.272,544,272,456,456,303
"aligned","nonlinear","good",1.46726837744862,1.46475879752383,1.54527235096577,1.4354060037883,1.46623909510539,0.548714927744324,-0.716602273244211,-0.0574532135373728,0,1.46726837744862,0.00250957992479489,0.439524514195426,-0.113373215586018,0.46416098340328,0.914448547964924,1.18079070784984,0.854804547362157,0.264969595482076,0.0666333415934836,0.207880641496477,-0.000945251698169523,0.366375945376872,0.460144927536232,0.403321256038647,0.3001474394954,276,724,0.276,552,276,448,448,303
"opposite","linear","bad",-0.189674001063294,0.0725735393310615,0.0495346905950049,0.0188413997224468,0.0261526189473791,-0.166093775475829,-0.560479789157402,-0.307178679411801,0,-0.189674001063294,-0.262247540394356,0.638300602164402,-0.0216394394605867,0.249066734112846,1.24060800820405,1.21845531283021,0.249543525827669,0.569841319721371,0.313286427663721,-0.426093322058998,0.145187661465007,0.0248681859731277,0.49802371541502,0.373458498023715,0.26174939461039,253,747,0.253,506,253,494,494,303
"opposite","linear","good",0.168206894669728,0.202076166942778,0.156024695413816,0.20456758850189,0.198083394525269,0.101390947953784,-0.323902245228397,-0.10449459573471,0,0.168206894669728,-0.0338692722730493,0.166979828060649,0.0767348960578699,0.240089439011772,0.860762029975445,1.09633100992003,0.545636760367359,0.641118642444617,0.530211924597097,-0.568249024788252,0.10230522587049,0.549141854220474,0.545064377682403,0.344756795422031,0.249524375247413,233,767,0.233,466,233,534,534,303
"opposite","nonlinear","bad",-1.31682259874722,-0.544345144134139,-0.191476257712913,-0.554404890799969,-0.450530649885125,-0.504509000570308,-1.72029753586102,-0.249378734774426,0,-1.31682259874722,-0.772477454613078,1.06556121796552,0.061407459516428,0.258399149140129,1.38072633505876,1.18189772385883,0.259011697867437,0.980746134303243,0.542311817881544,-0.517174956382071,-0.0605252318364712,-0.290109914193214,0.496212121212121,0.383061868686869,0.319474237930653,264,736,0.264,528,264,472,472,303
"opposite","nonlinear","good",-0.443617146634142,-0.655902470036707,-0.716595393205153,-0.699158726762504,-0.703172287933516,-0.233468275437392,-1.25293595016734,-0.439504503937592,0,-0.443617146634142,0.212285323402565,0.510688739276444,0.0539422600905361,0.481399388453635,0.927959433260365,1.16134198989582,0.736099498709582,0.692616539327166,0.569798471745397,-0.248007896300742,0.0200372888037823,0.521075146157795,0.512820512820513,0.387466422466422,0.295966964076413,273,727,0.273,546,273,454,454,303
"unrelated","linear","bad",0.114002027848045,0.185177198687976,0.155436509760015,0.144015041983719,0.15135527622162,-0.0101972777269896,-1.1077122699164,-0.423387964556027,0,0.114002027848045,-0.0711751708399306,0.668608182986512,-0.0977534574402698,0.16698217454945,1.26354571916245,1.14340544596812,0.167711492608852,0.691565684436381,0.431907048426892,-0.0470843899496177,0.474198810095303,0.177153040550566,0.48559670781893,0.344657064471879,0.255094455294135,243,757,0.243,486,243,514,514,303
"unrelated","linear","good",0.111333551153055,0.0963831645111668,0.0620181290674937,0.0724851786890818,0.0708379863277259,-0.000646579336760753,-1.10286404945125,-0.529554219077134,0,0.111333551153055,0.014950386641888,0.0907296547338655,0.00758197757050299,0.168321374537519,0.81274546820777,1.10335422841688,0.465002228159073,0.562458509041959,0.406971985375476,-0.189236392918348,0.446532048433618,0.218301796889663,0.504237288135593,0.358043785310734,0.239588605028156,236,764,0.236,472,236,528,528,303
"unrelated","nonlinear","bad",0.151028460753037,0.257378719418475,0.377215947697565,0.343990275218527,0.352088776945824,0.0249664075312636,-0.656024856664237,-0.425453076536802,0,0.151028460753037,-0.106350258665438,0.924660665375121,-0.211441384918472,0.353461518487526,1.33681118022101,1.19039081729548,0.353863908058159,0.717573731952618,0.702705700860481,0.00998279994964076,0.743029789458158,0.162740418543361,0.476666666666667,0.415594444444444,0.309132885276365,300,700,0.3,600,300,400,400,303
"unrelated","nonlinear","good",0.516407482610034,0.502537878420561,0.490601169950646,0.44119128965858,0.446091161755323,0.138482786374618,-0.741949211628607,-0.308613966879601,0,0.516407482610034,0.0138696041894735,0.44144258197988,0.0409620234644654,0.463716537525805,0.811733001726634,1.24301354427865,0.76525988770423,0.729931157988249,0.696402482158997,-0.0676746686934525,0.71239110724681,0.348000331097855,0.503472222222222,0.448414351851852,0.296859558190937,288,712,0.288,576,288,424,424,303
"aligned","linear","bad",0.249118480018649,0.0773921946225313,-0.0878312999742968,0.109072961615194,0.0628872274185815,-0.0132075213768218,-1.67422196264805,-1.10864681714564,0,0.249118480018649,0.171726285396118,0.384684316378545,-0.189036327179905,0.155976370181717,1.05620363645111,1.1009658872517,0.156878448432081,0.530521487033813,0.433088888246402,0.423489387247689,0.0479849143923798,0.120893488769235,0.514056224899598,0.344892904953146,0.236495294409319,249,751,0.249,498,249,502,502,304
"aligned","linear","good",0.103607615461439,0.061503689082191,0.0897554814295432,0.103952180166987,0.103604068703422,-0.0817718699190262,-1.06476563538888,-0.55816328992647,0,0.103607615461439,0.0421039263792478,0.152535413327963,-0.0373043201120801,0.115039709415063,0.921712677326357,1.12564955493873,0.438042093135932,0.334699776102631,0.0925374524600978,0.0510722290247293,0.042524566557415,0.0839932885334642,0.423868312757202,0.334108367626886,0.219681156348163,243,757,0.243,486,243,514,514,304
"aligned","nonlinear","bad",2.09274343843483,1.44335421531188,0.819449571271949,0.892389264314825,0.867259309430455,0.562551244072611,-0.798093815529409,-0.684648839358754,0,2.09274343843483,0.64938922312295,0.994686599181741,0.0506647630496039,0.385909186501324,1.36378526944993,1.17128460940469,0.394320056410912,0.813889429540109,0.536610286254751,0.662885830378018,-0.00947079672248627,0.505269446009677,0.487972508591065,0.40385452462772,0.32741109609452,291,709,0.291,582,291,418,418,304
"aligned","nonlinear","good",1.38124664354128,1.49676398588147,1.21184432966729,1.32881010003903,1.30923843019463,0.371652288716205,-1.27987307704732,-0.29319382953712,0,1.38124664354128,-0.11551734234019,0.486423421749631,0.0199369825022012,0.435544832836836,0.816332394501614,1.12285894193919,0.661157101075152,0.342289548469148,-0.110250647839686,0.182706761382953,-0.0223926962366913,0.291606466365558,0.595317725752508,0.420189520624303,0.303440844204132,299,701,0.299,598,299,402,402,304
"opposite","linear","bad",0.0322570416164286,0.240788628407991,0.158281381742896,0.145264786226641,0.151207570621656,0.0483752721115581,-1.00844389243332,-0.236413020629798,0,0.0322570416164286,-0.208531586791563,0.485982011712637,-0.00702677288785824,0.205713145097686,1.25817387898721,1.15420465634457,0.206487258589097,0.640728877189368,0.255466717678016,-0.384188796995745,0.0265124832484058,0.139785632091792,0.534136546184739,0.353273092369478,0.24431139569672,249,751,0.249,498,249,502,502,304
"opposite","linear","good",0.131649462873363,0.154480200881554,0.20974430416488,0.181255134855779,0.186145775707896,0.0409112478776431,-0.701459168946933,-0.278385460521847,0,0.131649462873363,-0.022830738008191,0.204059027362861,0.0789582280277546,0.255273973915817,0.896386729781144,1.09529285862409,0.534899288735936,0.86615338929837,0.527940602385787,-0.581734224829254,0.0122105274380604,0.623817347267505,0.459915611814346,0.353270042194093,0.249633361837149,237,763,0.237,474,237,526,526,304
"opposite","nonlinear","bad",-1.14888661960149,-0.611058162125664,-0.029197957442304,-0.346674033929063,-0.253872810662752,-0.342416941066695,-1.03044136159655,-0.266097965028082,0,-1.14888661960149,-0.537828457475822,0.976923228305731,-0.105923031731244,0.302429545161469,1.33084237480416,1.16947196249716,0.307846268950343,0.746210734185738,0.641726121684816,-0.665290692633005,-0.0798748089687617,-0.255572801704163,0.510204081632653,0.392630385487528,0.316877387385097,294,706,0.294,588,294,412,412,304
"opposite","nonlinear","good",-0.436494142522474,-0.535708021946118,-0.436072932272157,-0.644304668130407,-0.605564769321551,-0.118645061019412,-0.654255254476664,-0.0252548930213123,0,-0.436494142522474,0.0992138794236443,0.468483953440392,0.0433819178543264,0.472881075204718,0.806617721622913,1.13095240121473,0.69767481120335,0.644992486440428,0.539956766044174,-0.575334338530901,0.00743075068056852,0.572942708527229,0.506711409395973,0.414356823266219,0.301650449458166,298,702,0.298,596,298,404,404,304
"unrelated","linear","bad",0.204291967210879,0.269511054440358,0.27679457226627,0.265409502423755,0.265753763998429,0.112024120722519,-0.757357386595115,-0.110986410586868,0,0.204291967210879,-0.0652190872294797,0.556681154604138,-0.158605747264532,0.189555907738378,1.19966631359158,1.03546483999586,0.190294958904638,0.505224071396891,0.359640205849461,0.0195985692727694,0.369450662288123,0.154566329594273,0.492957746478873,0.393515258215962,0.247870305961162,284,716,0.284,568,284,432,432,304
"unrelated","linear","good",0.319197724248517,0.293069807373425,0.313762499114297,0.299679222713414,0.300647423750994,0.145676523858525,-0.209494914565149,-0.250511230423359,0,0.319197724248517,0.0261279168750925,0.234487598848861,0.0415597131841262,0.205585608823558,0.76374771101409,1.15338526036339,0.627200793758079,0.587993896229081,0.47972077593739,-0.42833254276174,0.409211775042435,0.433251344656328,0.516260162601626,0.367330623306233,0.255913031151003,246,754,0.246,492,246,508,508,304
"unrelated","nonlinear","bad",0.185392630327195,0.389241845661273,0.463512124364747,0.455765666100027,0.457922137388155,-0.0331321591251342,-0.37024460654725,0.119212162166015,0,0.185392630327195,-0.203849215334078,1.05210611863785,-0.111007570849633,0.291631718515041,1.3441049953167,1.1897679920719,0.292279348255696,0.883994959677531,0.61520031092157,0.0896573120904368,0.674506878782783,0.101133459914739,0.505154639175258,0.402846506300115,0.318156280972743,291,709,0.291,582,291,418,418,304
"unrelated","nonlinear","good",0.628309685010904,0.515108189786769,0.403951024844482,0.460055901668334,0.439223701615376,0.153822365819408,-1.34158937487655,-0.576824531028755,0,0.628309685010904,0.113201495224135,0.497846192304884,0.150620678439545,0.487651456709043,0.86048824237918,1.0934517201624,0.793975758446145,0.809775373473438,0.562370662415547,-0.136930905837911,0.628011436703353,0.379047536915715,0.486111111111111,0.43353587962963,0.301545099158244,288,712,0.288,576,288,424,424,304
"aligned","linear","bad",0.347992749340437,0.140928886437858,0.0647352416988794,0.199287004296245,0.167611028887249,0.0179840090665486,-1.66194289271746,-0.98614085671634,0,0.347992749340437,0.207063862902579,0.518990611106971,-0.0799801984708028,0.112761649566848,1.23253570174209,1.12162674592989,0.113807292259425,0.683561307857139,0.307857558648772,0.472083169025833,-0.000142819040096546,0.139186309839367,0.470588235294118,0.316519607843137,0.236752792509237,238,762,0.238,476,238,524,524,305
"aligned","linear","good",0.187903474087826,0.174736131101431,0.188854663823811,0.17056534332596,0.171205589032612,-0.0285411008268412,-1.77464931380476,-0.947206878861797,0,0.187903474087826,0.0131673429863948,0.143460696213985,-0.234353061447691,0.206816817564808,0.884165281294072,1.11766736996912,0.496893587660552,0.2966251852948,-0.0119731827945161,-0.0474053434114769,-0.130440577520548,0.14791642084504,0.45,0.344722222222222,0.237575741706184,240,760,0.24,480,240,520,520,305
"aligned","nonlinear","bad",1.64472080148201,1.02356273164673,0.633398482081035,0.668198101597586,0.655291274486297,0.475361304210308,-0.485036504329619,-0.454073561089254,0,1.64472080148201,0.621158069835283,0.987261005946505,0.0452968205489388,0.234830944697504,1.38021855161988,1.10663439709264,0.235603840265832,0.818213579691859,0.554513319429495,0.61224634559705,0.0719561230054659,0.393735890584001,0.504823151125402,0.40117899249732,0.303706458487619,311,689,0.311,622,311,378,378,305
"aligned","nonlinear","good",1.33948150750776,1.25375302747421,1.17503926026702,1.2823546524526,1.27253042701292,0.328270935647623,-1.17944391260632,-0.32129064671341,0,1.33948150750776,0.0857284800335521,0.398916663026007,-0.0614029023444161,0.428562311064936,0.743794266862938,1.19466232882791,0.729600476758136,0.256328962088559,0.0241958797540459,0.111594977128399,-0.01649899141526,0.262461370025459,0.510204081632653,0.411434240362812,0.287915026174586,294,706,0.294,588,294,412,412,305
"opposite","linear","bad",0.0502714608579716,0.240644273525107,0.329207749369724,0.154406963710422,0.210533446671632,0.109471502892202,-0.0968191828522493,-0.14731685618261,0,0.0502714608579716,-0.190372812667135,0.386746653135694,-0.0371816060992018,0.114290892394382,1.12859394760408,1.18511775876136,0.1151677895313,0.621154668592076,0.369786037293127,-0.465942405313595,-0.018787540518162,0.0869900907153617,0.491735537190083,0.336170798898072,0.236156308226684,242,758,0.242,484,242,516,516,305
"opposite","linear","good",0.187090306805556,0.172980475085675,0.140557918567954,0.119495023463059,0.127111855870502,0.112843000562731,-0.0872178367917833,-0.155035098221312,0,0.187090306805556,0.0141098317198811,0.109780606977767,-0.122679471813312,0.158988638420343,0.844217290407866,1.23356506641157,0.464803029732797,0.702854416508605,0.48142396817413,-0.623610600248947,-0.017556158838496,0.640898586984959,0.497942386831276,0.353648834019204,0.24037321335244,243,757,0.243,486,243,514,514,305
"opposite","nonlinear","bad",-1.17611748783202,-0.711625349139335,-0.308017748996369,-0.275117225579637,-0.279754079294971,-0.448640156725232,-2.7026510700348,-1.34496463994195,0,-1.17611748783202,-0.46449213869268,0.879832660798877,-0.158097902307862,0.185821702162024,1.31526894920182,1.06517298770568,0.18733948626014,0.696895734438092,0.626262571115552,-0.672650293963312,-0.089596576257375,-0.170658842053242,0.554421768707483,0.382681405895692,0.301069659345805,294,706,0.294,588,294,412,412,305
"opposite","nonlinear","good",-0.404419544895064,-0.577235554847251,-0.373701383102292,-0.601816798180036,-0.547851994374515,-0.0127622277146702,-0.915085999342013,-0.169428709513779,0,-0.404419544895064,0.172816009952187,0.53074095732818,0.03282871863406,0.492910181231431,0.763889229621219,1.25157183492582,0.829667952489886,0.840136652890899,0.558045707292606,-0.45794204873172,0.0021769545643757,0.521790725379443,0.520134228187919,0.426711409395973,0.294136597287731,298,702,0.298,596,298,404,404,305
"unrelated","linear","bad",0.480057982119762,0.408846418553815,0.433177398349472,0.443975349658293,0.444443197934831,0.30276372075767,-0.265906766493517,-0.235627789380625,0,0.480057982119762,0.0712115635659468,0.552524581665274,0.020974718511583,0.224289771721476,1.20143236624994,1.16960408222674,0.225044869618974,0.56741240890124,0.318260660430903,0.026957540263603,0.355236801334163,0.0205563921054263,0.50207468879668,0.369253112033195,0.256430794086674,241,759,0.241,482,241,518,518,305
"unrelated","linear","good",0.315369163603363,0.35530950817981,0.405812291087435,0.343351816295003,0.358752112853728,0.177968720061365,-0.10391140657938,0.0599727007851559,0,0.315369163603363,-0.0399403445764474,0.192363710316018,-0.0341368669098143,0.243247438220018,0.786892994994881,1.0469655270408,0.570619796510453,0.698689427189619,0.397681228272309,-0.283317692444219,0.412402311897826,0.342475469914398,0.477551020408163,0.363972789115646,0.242324854932465,245,755,0.245,490,245,510,510,305
"unrelated","nonlinear","bad",0.0875728486928881,0.0454213563563303,0.0568417438410114,0.0251040065147588,0.0334856811639478,-0.00344537033126925,-1.19794786984133,-0.443879478638673,0,0.0875728486928881,0.0421514923365577,0.77372875063429,-0.107997958192159,0.19668857801995,1.2709525283038,1.18125156720619,0.197426562467653,0.757967317257334,0.682747632038025,-0.0447644662298456,0.713358706431252,0.090653308658039,0.531835205992509,0.361579275905119,0.281396689741129,267,733,0.267,534,267,466,466,305
"unrelated","nonlinear","good",0.584064407619862,0.564175836490776,0.52552832826582,0.487440119332631,0.495739299647721,0.154456176461537,-1.03118133942348,-0.411596582339486,0,0.584064407619862,0.0198885711290858,0.405397893301511,0.0990352244495479,0.452059282922576,0.71565047599402,1.08544077280909,0.761753391589404,0.650491003092379,0.572311048595718,0.0848436251080892,0.641301942105218,0.272951775093002,0.496575342465753,0.435108447488584,0.286891005529508,292,708,0.292,584,292,416,416,305
"aligned","linear","bad",0.72173400362643,0.427599915683217,0.288896068807193,0.464480503144064,0.387594808583574,0.315321988787619,-0.808629617176305,-0.206897690011097,0,0.72173400362643,0.294134087943213,0.595033858846245,0.110748579677254,0.175368590237256,1.18155792231408,1.01349440456584,0.176269724827014,0.63658975550145,0.409082917031656,0.45227292820622,0.0682281672822787,0.317449583505542,0.496062992125984,0.352919947506562,0.247767643823031,254,746,0.254,508,254,492,492,306
"aligned","linear","good",0.360086020283108,0.284195022471987,0.264572102502936,0.407095002683299,0.354018360058501,0.119114785593215,-1.34181426999026,-0.671694905260213,0,0.360086020283108,0.0758909978111203,0.192753973298133,-0.112093317165034,0.239258354777121,0.931428332447931,1.15099296316787,0.514209133307604,0.403009174761655,-0.0742688024928686,0.0799016177139645,0.151431013909708,0.0665348258901668,0.456066945606695,0.359881450488145,0.248165897122672,239,761,0.239,478,239,522,522,306
"aligned","nonlinear","bad",1.54941833735875,0.956517340596725,0.466423465293607,0.662811161690075,0.615143553527904,0.345743941676746,-1.3314759223411,-0.739300002376496,0,1.54941833735875,0.592900996762029,0.895890611102846,0.0163464494822463,0.241246155145795,1.31831019509489,1.07662576168082,0.242732958038524,0.879105126635006,0.585127318003945,0.625392514102061,0.0614595137439277,0.523894256890912,0.529209621993127,0.385383734249714,0.295553061079067,291,709,0.291,582,291,418,418,306
"aligned","nonlinear","good",1.34823451183025,1.37776741389816,1.35949868214295,1.33077802019037,1.33702278295132,0.301226218359474,-1.46148560430505,-0.615953393872404,0,1.34823451183025,-0.0295329020679123,0.432374716589229,-0.0988204617876018,0.429576101602077,0.768359759764483,1.15630334505725,0.75319070616173,0.388078959055208,-0.0668343190442874,0.0355625952084372,-0.0632249056007899,0.111750934567488,0.501742160278746,0.431898954703833,0.300217512529221,287,713,0.287,574,287,426,426,306
"opposite","linear","bad",-0.175731527946325,0.0809533150450229,0.053490042764706,0.0409441395461649,0.0452701591400778,-0.118473548058364,-1.29733051719385,-0.797001337673921,0,-0.175731527946325,-0.256684842991348,0.546697105523158,-0.0444589309446559,0.146674279130196,1.25624015465203,1.12404880127499,0.147291196382138,0.674362580453895,0.376435082917023,-0.499526615336456,-0.120990699585001,0.167934484517414,0.468619246861925,0.359379358437936,0.238881547782006,239,761,0.239,478,239,522,522,306
"opposite","linear","good",0.380449864543183,0.39434382330484,0.42473075058289,0.397698335364934,0.40261409353353,0.232780059713418,-0.18646174217663,-0.326953300820181,0,0.380449864543183,-0.0138939587616568,0.117205438460731,-0.053394198812408,0.25013556644768,0.909226647702154,1.12898046121975,0.45973800220193,0.604524981739734,0.419220640960102,-0.520654722113607,0.0816639316390551,0.528899244515875,0.503623188405797,0.38844806763285,0.23618716905596,276,724,0.276,552,276,448,448,306
"opposite","nonlinear","bad",-1.30218988523957,-0.889542157563771,-0.46780749512181,-0.587552475820664,-0.561471321709781,-0.41602716063008,-0.786159647074601,-0.346939040547913,0,-1.30218988523957,-0.412647727675799,0.996641623769102,-0.0892088432353882,0.300220389847702,1.32211136884467,1.14644237860821,0.300755205914382,0.598795896440245,0.51413452903065,-0.689792252114049,0.0398108581308063,-0.266012306516721,0.492700729927007,0.396222627737226,0.327155651244361,274,726,0.274,548,274,452,452,306
"opposite","nonlinear","good",-0.370663096928857,-0.556515545810182,-0.452952965766636,-0.671567845128706,-0.627556224616917,-0.127585607685711,-0.362064320227286,0.0442625879689989,0,-0.370663096928857,0.185852448881325,0.446040566422397,-0.0826411045500352,0.48830430893793,0.798102445105351,1.19294167741166,0.751652091644319,0.626577765717368,0.639571097587238,-0.551906523707458,0.0355785445762463,0.569042300365075,0.480427046263345,0.44655990510083,0.296991097663308,281,719,0.281,562,281,438,438,306
"unrelated","linear","bad",0.1405046439388,0.0448568214211362,0.0601805590484841,0.0641937607955576,0.0657252205339148,-0.00514969688036245,-1.14853832912875,-0.606683593953769,0,0.1405046439388,0.0956478225176641,0.436869387101262,0.13484868807608,0.074605829300684,1.12182926685442,1.14856237909125,0.0752756559561762,0.689533606573731,0.336999870018624,0.0235537415392925,0.413698922466589,0.16203982137459,0.510373443983402,0.322731673582296,0.23037072258425,241,759,0.241,482,241,518,518,306
"unrelated","linear","good",0.245206237882944,0.343513167472117,0.318436444631981,0.305128246125208,0.308327606972675,0.173228060739107,-1.02092195137902,-0.66890199980912,0,0.245206237882944,-0.0983069295891731,0.226505053648008,-0.0884488405852439,0.181127610090088,0.954158381043482,1.08199735579729,0.446774212277309,0.592039893163828,0.43193252410686,-0.327666854476845,0.377116371530116,0.399253241398447,0.481927710843373,0.35528781793842,0.247224195775248,249,751,0.249,498,249,502,502,306
"unrelated","nonlinear","bad",0.322263515255311,0.273961985341824,0.216605509655751,0.22456923530015,0.218861151354652,0.0443553674171287,-0.774740999673399,-0.251979174727168,0,0.322263515255311,0.048301529913487,0.929132264201036,-0.0917723257475428,0.395518071212282,1.35600821719878,1.16717973541841,0.396497081266891,0.585847147309649,0.716604615438086,-0.00603787203907197,0.757583618850466,0.110938041839331,0.516556291390728,0.422709713024283,0.313031559608717,302,698,0.302,604,302,396,396,306
"unrelated","nonlinear","good",0.275550719551561,0.188812236646402,0.156363504229988,0.163641045398361,0.168783017202251,-0.0236264830466288,-1.02049584937432,0.139040920543765,0,0.275550719551561,0.086738482905159,0.297736702413899,0.0828293292794304,0.325366001292207,0.818384633038912,1.0656108870295,0.702672069122253,0.651761960468163,0.633085944878713,-0.00148890158941994,0.578854010031922,0.310491747497942,0.515901060070671,0.375765606595995,0.268291057016773,283,717,0.283,566,283,434,434,306
"aligned","linear","bad",0.475846054600875,0.17470340909833,0.187413915986889,0.282533458578242,0.254100216334217,0.0537815402964696,-1.64706283461996,-1.05492979136162,0,0.475846054600875,0.301142645502546,0.60251459452816,0.0926442593363451,0.186389094883929,1.14355489488865,1.16482597717349,0.189517065391684,0.606125656715837,0.369248619691654,0.437200542329502,0.10438183830467,0.151639881014832,0.491304347826087,0.353978260869565,0.271950279019697,230,770,0.23,460,230,540,540,307
"aligned","linear","good",0.230699780582899,0.24272764903679,0.15365394261391,0.209740532061507,0.203424328555688,0.0558391841565186,-1.45402201517877,-0.77997944109922,0,0.230699780582899,-0.012027868453891,0.165262475698015,-0.104334643167218,0.116289766166184,0.85913308210873,1.14958401539528,0.495582276558394,0.303027811232302,0.018908791632493,-0.0483689140171568,0.011454961250002,0.158661434381248,0.524444444444444,0.322185185185185,0.236675377105364,225,775,0.225,450,225,550,550,307
"aligned","nonlinear","bad",1.65930537902758,1.28460124829588,0.876081981999297,1.08632482701796,1.02909182821705,0.572928325753148,-0.0977560808754027,-0.0251554350304918,0,1.65930537902758,0.374704130731701,0.821705462567861,0.0266544439664358,0.255068943963139,1.25609414667076,1.16437554137419,0.256745481417643,0.639612555766047,0.445418662848377,0.623226306436257,-0.016404052499158,0.504045721800224,0.486394557823129,0.395362811791383,0.298572920777566,294,706,0.294,588,294,412,412,307
"aligned","nonlinear","good",1.51399079852474,1.43537641368418,1.15551409308392,1.49866248610316,1.44272479156003,0.462787880589607,-0.708485346797632,-0.239500342502194,0,1.51399079852474,0.0786143848405622,0.524819762108764,-0.0317544221896423,0.51913009147548,0.877391750007421,1.09900636879182,0.824056089407389,0.23559191944834,0.00577957787797826,0.158441099282653,-0.0805922093190679,0.285659949845077,0.472602739726027,0.42847602739726,0.308566187159417,292,708,0.292,584,292,416,416,307
"opposite","linear","bad",-0.128517722878692,0.12464969710327,0.0570302029302183,0.0385833276690621,0.0384669434583014,-0.0531427955228107,-1.55513665246749,-0.780474641372741,0,-0.128517722878692,-0.253167419981962,0.579846493279231,0.141626193598879,0.192485779661056,1.22360940372958,1.18431716912313,0.193006250839895,0.54020148549323,0.305451269660968,-0.426110834464337,0.0700715049650802,0.104517822715383,0.5,0.369153439153439,0.24301414707926,252,748,0.252,504,252,496,496,307
